YEAR,paper,citations
2020,STAViS: Spatio-Temporal AudioVisual Saliency Network,21
2020,Improving Confidence Estimates for Unfamiliar Examples,17
2020,Deep Spatial Gradient and Temporal Depth Learning for Face Anti-Spoofing,47
2020,Regularization on Spatio-Temporally Smoothed Feature for Action Recognition,13
2020,Hierarchical Scene Coordinate Classification and Regression for Visual Localization,25
2020,Towards Accurate Scene Text Recognition With Semantic Reasoning Networks,58
2020,Learning Identity-Invariant Motion Representations for Cross-ID Face Reenactment,7
2020,Deep Active Learning for Biased Datasets via Fisher Kernel Self-Supervision,21
2020,MaskGAN: Towards Diverse and Interactive Facial Image Manipulation,299
2020,Interactive Image Segmentation With First Click Attention,23
2020,Learn to Augment: Joint Data Augmentation and Network Optimization for Text Recognition,32
2020,Learning a Dynamic Map of Visual Appearance,9
2020,4D Visualization of Dynamic Events From Unconstrained Multi-View Videos,15
2020,LSM: Learning Subspace Minimization for Low-Level Vision,5
2020,Spatial-Temporal Graph Convolutional Network for Video-Based Person Re-Identification,54
2020,Probabilistic Pixel-Adaptive Refinement Networks,12
2020,Skeleton-Based Action Recognition With Shift Graph Convolutional Network,120
2020,Copy and Paste GAN: Face Hallucination From Shaded Thumbnails,18
2020,Self-Supervised Domain-Aware Generative Network for Generalized Zero-Shot Learning,18
2020,Two-Shot Spatially-Varying BRDF and Shape Estimation,21
2020,Exploring Data Aggregation in Policy Learning for Vision-Based Urban Autonomous Driving,18
2020,Reference-Based Sketch Image Colorization Using Augmented-Self Reference and Dense Semantic Correspondence,46
2020,DMCP: Differentiable Markov Channel Pruning for Neural Networks,47
2020,Deep Global Registration,92
2020,Shape correspondence using anisotropic Chebyshev spectral CNNs,3
2020,Memory Aggregation Networks for Efficient Interactive Video Object Segmentation,32
2020,Towards Robust Image Classification Using Sequential Attention Models,28
2020,RMP-SNN: Residual Membrane Potential Neuron for Enabling Deeper High-Accuracy and Low-Latency Spiking Neural Network,42
2020,Ego-Topo: Environment Affordances From Egocentric Video,26
2020,Deep Parametric Shape Predictions Using Distance Fields,23
2020,Distilling Knowledge From Graph Convolutional Networks,53
2020,A Unified Optimization Framework for Low-Rank Inducing Penalties,3
2020,Adversarial Texture Optimization From RGB-D Scans,11
2020,Multi-Granularity Reference-Aided Attentive Feature Aggregation for Video-Based Person Re-Identification,14
2020,Learning Visual Emotion Representations From Web Data,16
2020,Information-Driven Direct RGB-D Odometry,10
2020,Peek-a-Boo: Occlusion Reasoning in Indoor Scenes With Plane Representations,4
2020,X-Linear Attention Networks for Image Captioning,129
2020,Self-Supervised 3D Human Pose Estimation via Part Guided Novel Image Synthesis,25
2020,What Makes Training Multi-Modal Classification Networks Hard?,71
2020,VectorNet: Encoding HD Maps and Agent Dynamics From Vectorized Representation,102
2020,SampleNet: Differentiable Point Cloud Sampling,32
2020,Intra- and Inter-Action Understanding via Temporal Action Parsing,15
2020,Joint Demosaicing and Denoising With Self Guidance,18
2020,From Fidelity to Perceptual Quality: A Semi-Supervised Approach for Low-Light Image Enhancement,45
2020,Cogradient Descent for Bilinear Optimization,9
2020,MixNMatch: Multifactor Disentanglement and Encoding for Conditional Image Generation,19
2020,Neural Networks Are More Productive Teachers Than Human Raters: Active Mixup for Data-Efficient Knowledge Distillation From a Blackbox Model,15
2020,CARS: Continuous Evolution for Efficient Neural Architecture Search,88
2020,Deep Image Spatial Transformation for Person Image Generation,57
2020,Self-Supervised Equivariant Attention Mechanism for Weakly Supervised Semantic Segmentation,117
2020,Unsupervised Reinforcement Learning of Transferable Meta-Skills for Embodied Navigation,22
2020,Single-Image HDR Reconstruction by Learning to Reverse the Camera Pipeline,43
2020,Multi-Scale Boosted Dehazing Network With Dense Feature Fusion,91
2020,AnimalWeb: A Large-Scale Hierarchical Dataset of Annotated Animal Faces,11
2020,Unsupervised Multi-Modal Image Registration via Geometry Preserving Image-to-Image Translation,27
2020,Robust Object Detection Under Occlusion With Context-Aware CompositionalNets,23
2020,Towards Unified INT8 Training for Convolutional Neural Network,35
2020,Low-Rank Compression of Neural Nets: Learning the Rank of Each Layer,17
2020,Towards Inheritable Models for Open-Set Domain Adaptation,29
2020,Boosting Few-Shot Learning With Adaptive Margin Loss,55
2020,Learning to Select Base Classes for Few-Shot Classification,13
2020,Online Joint Multi-Metric Adaptation From Frequent Sharing-Subset Mining for Person Re-Identification,22
2020,QEBA: Query-Efficient Boundary-Based Blackbox Attack,36
2020,WaveletStereo: Learning Wavelet Coefficients of Disparity Map in Stereo Matching,9
2020,Progressive Relation Learning for Group Activity Recognition,26
2020,Scale-Space Flow for End-to-End Optimized Video Compression,45
2020,Improving Convolutional Networks With Self-Calibrated Convolutions,64
2020,15 Keypoints Is All You Need,7
2020,NeuralScale: Efficient Scaling of Neurons for Resource-Constrained Deep Neural Networks,7
2020,Weakly-Supervised Domain Adaptation via GAN and Mesh Model for Estimating 3D Hand Poses Interacting Objects,24
2020,Detail-recovery Image Deraining via Context Aggregation Networks,39
2020,PhraseCut: Language-Based Image Segmentation in the Wild,7
2020,CvxNet: Learnable Convex Decomposition,87
2020,Action Genome: Actions As Compositions of Spatio-Temporal Scene Graphs,74
2020,Private-kNN: Practical Differential Privacy for Computer Vision,16
2020,HigherHRNet: Scale-Aware Representation Learning for Bottom-Up Human Pose Estimation,150
2020,Deep Adversarial Decomposition: A Unified Framework for Separating Superimposed Images,9
2020,"Same Features, Different Day: Weakly Supervised Feature Learning for Seasonal Invariance",7
2020,Straight to the Point: Fast-Forwarding Videos via Reinforcement Learning Using Textual Data,3
2020,BSP-Net: Generating Compact Meshes via Binary Space Partitioning,86
2020,Online Knowledge Distillation via Collaborative Learning,42
2020,Organ at Risk Segmentation for Head and Neck Cancer Using Stratified Learning and Neural Architecture Search,25
2020,Visual Commonsense R-CNN,59
2020,Learning to Measure the Static Friction Coefficient in Cloth Contact,3
2020,Minimal Solutions for Relative Pose With a Single Affine Correspondence,18
2020,The Secret Revealer: Generative Model-Inversion Attacks Against Deep Neural Networks,72
2020,Graph Embedded Pose Clustering for Anomaly Detection,35
2020,Approximating shapes in images with low-complexity polygons,9
2020,Learning to Optimize Non-Rigid Tracking,9
2020,Multi-Scale Interactive Network for Salient Object Detection,133
2020,Unsupervised Adaptation Learning for Hyperspectral Imagery Super-Resolution,17
2020,Autolabeling 3D Objects With Differentiable Rendering of SDF Shape Priors,25
2020,Assessing Eye Aesthetics for Automatic Multi-Reference Eye In-Painting,2
2020,ScrabbleGAN: Semi-Supervised Varying Length Handwritten Text Generation,24
2020,Learning Formation of Physically-Based Face Attributes,19
2020,When2com: Multi-Agent Perception via Communication Graph Grouping,16
2020,Data-Free Knowledge Amalgamation via Group-Stack Dual-GAN,18
2020,Designing Network Design Spaces,305
2020,Semantically Multi-Modal Image Synthesis,25
2020,Dynamic Multiscale Graph Neural Networks for 3D Skeleton Based Human Motion Prediction,65
2020,Discriminative Multi-Modality Speech Recognition,16
2020,Self-Supervised Learning of Interpretable Keypoints From Unlabelled Videos,28
2020,3D Sketch-Aware Semantic Scene Completion via Semi-Supervised Structure Prior,10
2020,Progressive Adversarial Networks for Fine-Grained Domain Adaptation,16
2020,Auto-Tuning Structured Light by Optical Stochastic Gradient Descent,3
2020,Single-Step Adversarial Training With Dropout Scheduling,18
2020,"Classifying, Segmenting, and Tracking Object Instances in Video with Mask Propagation",55
2020,GhostNet: More Features From Cheap Operations,294
2020,Fast Sparse ConvNets,57
2020,"Total3DUnderstanding: Joint Layout, Object Pose and Mesh Reconstruction for Indoor Scenes From a Single Image",42
2020,DaST: Data-Free Substitute Training for Adversarial Attacks,23
2020,PREDICT & CLUSTER: Unsupervised Skeleton Based Action Recognition,43
2020,Neural Voxel Renderer: Learning an Accurate and Controllable Rendering Tool,17
2020,Learning 3D Semantic Scene Graphs From 3D Indoor Reconstructions,21
2020,Learning to Cluster Faces via Confidence and Connectivity Estimation,35
2020,BlendedMVS: A Large-Scale Dataset for Generalized Multi-View Stereo Networks,33
2020,Multimodal Future Localization and Emergence Prediction for Objects in Egocentric View With a Reachability Prior,15
2020,Multi-Scale Fusion Subspace Clustering Using Similarity Constraint,17
2020,Deep Facial Non-Rigid Multi-View Stereo,13
2020,S3VAE: Self-Supervised Sequential VAE for Representation Disentanglement and Data Generation,22
2020,Spatiotemporal Fusion in 3D CNNs: A Probabilistic View,10
2020,Improving One-Shot NAS by Suppressing the Posterior Fading,42
2020,Generalized Zero-Shot Learning via Over-Complete Distribution,36
2020,High-Dimensional Convolutional Networks for Geometric Pattern Recognition,17
2020,SAM: The Sensitivity of Attribution Methods to Hyperparameters,26
2020,Belief Propagation Reloaded: Learning BP-Layers for Labeling Problems,9
2020,Computing Valid P-Values for Image Segmentation by Selective Inference,7
2020,BiDet: An Efficient Binarized Object Detector,15
2020,Blurry Video Frame Interpolation,20
2020,Neural Architecture Search for Lightweight Non-Local Networks,32
2020,Joint Filtering of Intensity Images and Neuromorphic Events for High-Resolution Noise-Robust Imaging,24
2020,Focus on Defocus: Bridging the Synthetic to Real Domain Gap for Depth Estimation,15
2020,Single-Stage Semantic Segmentation From Image Labels,46
2020,NestedVAE: Isolating Common Factors via Weak Supervision,8
2020,Hierarchical Conditional Relation Networks for Video Question Answering,49
2020,Neural Data Server: A Large-Scale Search Engine for Transfer Learning Data,15
2020,More Grounded Image Captioning by Distilling Image-Text Matching Model,29
2020,Structure Boundary Preserving Segmentation for Medical Image With Ambiguous Boundary,18
2020,DeepLPF: Deep Local Parametric Filters for Image Enhancement,25
2020,D2Det: Towards High Quality Object Detection and Instance Segmentation,57
2020,ILFO: Adversarial Attack on Adaptive Neural Networks,2
2020,Cascade Cost Volume for High-Resolution Multi-View Stereo and Stereo Matching,107
2020,Graph-Guided Architecture Search for Real-Time Semantic Segmentation,25
2020,Blur Aware Calibration of Multi-Focus Plenoptic Camera,3
2020,Robust Partial Matching for Person Search in the Wild,20
2020,Fast Video Object Segmentation With Temporal Aggregation Network and Dynamic Template Matching,15
2020,Global-Local GCN: Large-Scale Label Noise Cleansing for Face Recognition,24
2020,AugFPN: Improving Multi-Scale Feature Learning for Object Detection,73
2020,PQ-NET: A Generative Part Seq2Seq Network for 3D Shapes,35
2020,Discrete Model Compression With Resource Constraint for Deep Neural Networks,15
2020,Central Similarity Quantization for Efficient Image and Video Retrieval,55
2020,Deep Snake for Real-Time Instance Segmentation,86
2020,Fixed-Point Back-Propagation Training,5
2020,Learning to See Through Obstructions,13
2020,Steering Self-Supervised Feature Learning Beyond Local Pixel Statistics,19
2020,ENSEI: Efficient Secure Inference via Frequency-Domain Homomorphic Convolution for Privacy-Preserving Visual Recognition,10
2020,IMRAM: Iterative Matching With Recurrent Attention Memory for Cross-Modal Image-Text Retrieval,53
2020,Exploring Self-Attention for Image Recognition,177
2020,Forward and Backward Information Retention for Accurate Binary Neural Networks,65
2020,Siam R-CNN: Visual Tracking by Re-Detection,116
2020,Closed-Loop Matters: Dual Regression Networks for Single Image Super-Resolution,115
2020,Adaptive Loss-Aware Quantization for Multi-Bit Networks,12
2020,Cars Can’t Fly Up in the Sky: Improving Urban-Scene Segmentation via Height-Driven Attention Networks,56
2020,Webly Supervised Knowledge Embedding Model for Visual Reasoning,6
2020,Event Probability Mask (EPM) and Event Denoising Convolutional Neural Network (EDnCNN) for Neuromorphic Cameras,14
2020,PointGroup: Dual-Set Point Grouping for 3D Instance Segmentation,80
2020,Temporal Pyramid Network for Action Recognition,102
2020,Globally Optimal Contrast Maximisation for Event-Based Motion Estimation,15
2020,Learning Dynamic Relationships for 3D Human Motion Prediction,28
2020,Evade Deep Image Retrieval by Stashing Private Images in the Hash Space,3
2020,A Semi-Supervised Assessor of Neural Architectures,29
2020,KeyPose: Multi-View 3D Labeling and Keypoint Estimation for Transparent Objects,17
2020,Learning From Synthetic Animals,25
2020,MPM: Joint Representation of Motion and Position Map for Cell Tracking,6
